,class,in_file,out_file,x_min,y_min,x_max,y_max,x_center,y_center,width,height,class_id
9,nintendo_wiiu,./Data/nintendo_wiiu/5.jpg,./Data/nintendo_wiiu/5.png,0.32589285714285715,0.5223214285714286,0.9732142857142857,0.9330357142857143,0.6495535714285714,0.7276785714285714,0.6473214285714286,0.4107142857142857,232
0,coffeepot,./Data/coffeepot/4.jpg,./Data/coffeepot/4.png,0.19642857142857142,0.03125,0.8169642857142857,0.9464285714285714,0.5066964285714286,0.4888392857142857,0.6205357142857143,0.9151785714285714,233
1,coffeepot,./Data/coffeepot/10.jpg,./Data/coffeepot/10.png,0.29017857142857145,0.0625,0.7142857142857143,0.90625,0.5022321428571429,0.484375,0.42410714285714285,0.84375,233
2,coffeepot,./Data/coffeepot/6.jpg,./Data/coffeepot/6.png,0.16517857142857142,0.10267857142857142,0.8839285714285714,0.8973214285714286,0.5245535714285714,0.5,0.71875,0.7946428571428572,233
3,coffeepot,./Data/coffeepot/7.jpg,./Data/coffeepot/7.png,0.19196428571428573,0.125,0.7633928571428571,0.9196428571428571,0.4776785714285714,0.5223214285714286,0.5714285714285714,0.7946428571428571,233
4,coffeepot,./Data/coffeepot/3.jpg,./Data/coffeepot/3.png,0.25892857142857145,0.13392857142857142,0.8482142857142857,0.8973214285714286,0.5535714285714286,0.515625,0.5892857142857142,0.7633928571428572,233
5,coffeepot,./Data/coffeepot/1.jpg,./Data/coffeepot/1.png,0.375,0.125,0.7678571428571429,0.8973214285714286,0.5714285714285714,0.5111607142857143,0.3928571428571429,0.7723214285714286,233
6,coffeepot,./Data/coffeepot/2.jpg,./Data/coffeepot/2.png,0.27232142857142855,0.16964285714285715,0.7321428571428571,0.8214285714285714,0.5022321428571428,0.4955357142857143,0.45982142857142855,0.6517857142857142,233
7,coffeepot,./Data/coffeepot/8.jpg,./Data/coffeepot/8.png,0.044642857142857144,0.04017857142857143,0.96875,0.96875,0.5066964285714286,0.5044642857142857,0.9241071428571429,0.9285714285714286,233
8,coffeepot,./Data/coffeepot/9.jpg,./Data/coffeepot/9.png,0.13839285714285715,0.05803571428571429,0.6875,0.9553571428571429,0.4129464285714286,0.5066964285714286,0.5491071428571428,0.8973214285714286,233
9,coffeepot,./Data/coffeepot/5.jpg,./Data/coffeepot/5.png,0.2544642857142857,0.10714285714285714,0.7589285714285714,0.9508928571428571,0.5066964285714286,0.5290178571428571,0.5044642857142857,0.84375,233
0,ocicat,./Data/ocicat/4.jpg,./Data/ocicat/4.png,0.05357142857142857,0.2544642857142857,0.8928571428571429,0.9955357142857143,0.47321428571428575,0.625,0.8392857142857143,0.7410714285714286,234
1,ocicat,./Data/ocicat/10.jpg,./Data/ocicat/10.png,0.36607142857142855,0.2544642857142857,0.5848214285714286,0.5848214285714286,0.4754464285714286,0.41964285714285715,0.21875000000000006,0.3303571428571429,234
2,ocicat,./Data/ocicat/6.jpg,./Data/ocicat/6.png,0.06696428571428571,0.03125,0.8348214285714286,0.9955357142857143,0.45089285714285715,0.5133928571428572,0.7678571428571429,0.9642857142857143,234
3,ocicat,./Data/ocicat/7.jpg,./Data/ocicat/7.png,0.26339285714285715,0.20982142857142858,0.9866071428571429,0.9642857142857143,0.625,0.5870535714285714,0.7232142857142858,0.7544642857142857,234
4,ocicat,./Data/ocicat/3.jpg,./Data/ocicat/3.png,0.3794642857142857,0.21428571428571427,0.9017857142857143,0.6830357142857143,0.640625,0.4486607142857143,0.5223214285714286,0.46875,234
5,ocicat,./Data/ocicat/1.jpg,./Data/ocicat/1.png,0.09821428571428571,0.21428571428571427,0.7232142857142857,0.9017857142857143,0.4107142857142857,0.5580357142857143,0.625,0.6875,234
6,ocicat,./Data/ocicat/2.jpg,./Data/ocicat/2.png,0.20089285714285715,0.14732142857142858,0.6294642857142857,0.7276785714285714,0.4151785714285714,0.4375,0.42857142857142855,0.5803571428571428,234
7,ocicat,./Data/ocicat/8.jpg,./Data/ocicat/8.png,0.20982142857142858,0.08928571428571429,0.7901785714285714,0.75,0.5,0.41964285714285715,0.5803571428571428,0.6607142857142857,234
8,ocicat,./Data/ocicat/9.jpg,./Data/ocicat/9.png,0.03571428571428571,0.23214285714285715,0.6875,0.8035714285714286,0.36160714285714285,0.5178571428571429,0.6517857142857143,0.5714285714285714,234
9,ocicat,./Data/ocicat/5.jpg,./Data/ocicat/5.png,0.12946428571428573,0.044642857142857144,0.8080357142857143,0.9419642857142857,0.46875,0.4933035714285714,0.6785714285714286,0.8973214285714286,234
0,doormat,./Data/doormat/4.jpg,./Data/doormat/4.png,0.03125,0.35714285714285715,0.96875,0.9330357142857143,0.5,0.6450892857142857,0.9375,0.5758928571428572,235
1,doormat,./Data/doormat/10.jpg,./Data/doormat/10.png,0.008928571428571428,0.10714285714285714,0.9821428571428571,0.7946428571428571,0.49553571428571425,0.4508928571428571,0.9732142857142857,0.6875,235
2,doormat,./Data/doormat/6.jpg,./Data/doormat/6.png,0.08035714285714286,0.25892857142857145,0.9553571428571429,0.8705357142857143,0.5178571428571429,0.5647321428571429,0.875,0.6116071428571428,235
3,doormat,./Data/doormat/7.jpg,./Data/doormat/7.png,0.0625,0.22767857142857142,0.96875,0.8973214285714286,0.515625,0.5625,0.90625,0.6696428571428572,235
4,doormat,./Data/doormat/3.jpg,./Data/doormat/3.png,0.004464285714285714,0.2767857142857143,0.9955357142857143,0.9955357142857143,0.5,0.6361607142857143,0.9910714285714286,0.71875,235
5,doormat,./Data/doormat/1.jpg,./Data/doormat/1.png,0.013392857142857142,0.004464285714285714,0.9955357142857143,0.9955357142857143,0.5044642857142857,0.5,0.9821428571428572,0.9910714285714286,235
6,doormat,./Data/doormat/2.jpg,./Data/doormat/2.png,0.11607142857142858,0.09821428571428571,0.90625,0.8705357142857143,0.5111607142857143,0.484375,0.7901785714285714,0.7723214285714286,235
7,doormat,./Data/doormat/8.jpg,./Data/doormat/8.png,0.07589285714285714,0.41517857142857145,0.9419642857142857,0.8883928571428571,0.5089285714285714,0.6517857142857143,0.8660714285714286,0.47321428571428564,235
8,doormat,./Data/doormat/9.jpg,./Data/doormat/9.png,0.20535714285714285,0.4017857142857143,0.8303571428571429,0.8883928571428571,0.5178571428571429,0.6450892857142857,0.625,0.4866071428571428,235
9,doormat,./Data/doormat/5.jpg,./Data/doormat/5.png,0.11160714285714286,0.45982142857142855,0.8660714285714286,0.6517857142857143,0.48883928571428575,0.5558035714285714,0.7544642857142857,0.19196428571428575,235
0,coffee_mug,./Data/coffee_mug/4.jpg,./Data/coffee_mug/4.png,0.45535714285714285,0.20535714285714285,0.9330357142857143,0.9151785714285714,0.6941964285714286,0.5602678571428571,0.47767857142857145,0.7098214285714286,236
1,coffee_mug,./Data/coffee_mug/10.jpg,./Data/coffee_mug/10.png,0.10267857142857142,0.4375,0.9464285714285714,0.8705357142857143,0.5245535714285714,0.6540178571428572,0.84375,0.4330357142857143,236
2,coffee_mug,./Data/coffee_mug/6.jpg,./Data/coffee_mug/6.png,0.32589285714285715,0.39285714285714285,0.8705357142857143,0.9151785714285714,0.5982142857142857,0.6540178571428571,0.5446428571428572,0.5223214285714286,236
3,coffee_mug,./Data/coffee_mug/7.jpg,./Data/coffee_mug/7.png,0.3125,0.21428571428571427,0.7678571428571429,0.8214285714285714,0.5401785714285714,0.5178571428571428,0.4553571428571429,0.6071428571428571,236
4,coffee_mug,./Data/coffee_mug/3.jpg,./Data/coffee_mug/3.png,0.32142857142857145,0.26785714285714285,0.7946428571428571,0.9508928571428571,0.5580357142857143,0.609375,0.47321428571428564,0.6830357142857142,236
5,coffee_mug,./Data/coffee_mug/1.jpg,./Data/coffee_mug/1.png,0.20535714285714285,0.11160714285714286,0.8348214285714286,0.8883928571428571,0.5200892857142857,0.5,0.6294642857142858,0.7767857142857142,236
6,coffee_mug,./Data/coffee_mug/2.jpg,./Data/coffee_mug/2.png,0.25892857142857145,0.20982142857142858,0.8214285714285714,0.9151785714285714,0.5401785714285714,0.5625,0.5625,0.7053571428571428,236
7,coffee_mug,./Data/coffee_mug/8.jpg,./Data/coffee_mug/8.png,0.30357142857142855,0.05357142857142857,0.8616071428571429,0.9642857142857143,0.5825892857142857,0.5089285714285714,0.5580357142857144,0.9107142857142857,236
8,coffee_mug,./Data/coffee_mug/9.jpg,./Data/coffee_mug/9.png,0.04017857142857143,0.049107142857142856,0.7321428571428571,0.9285714285714286,0.38616071428571425,0.48883928571428575,0.6919642857142857,0.8794642857142857,236
9,coffee_mug,./Data/coffee_mug/5.jpg,./Data/coffee_mug/5.png,0.17857142857142858,0.20535714285714285,0.9642857142857143,0.8928571428571429,0.5714285714285714,0.5491071428571429,0.7857142857142857,0.6875,236
0,ski_mask,./Data/ski_mask/4.jpg,./Data/ski_mask/4.png,0.23214285714285715,0.008928571428571428,0.7723214285714286,0.7232142857142857,0.5022321428571429,0.36607142857142855,0.5401785714285714,0.7142857142857143,237
1,ski_mask,./Data/ski_mask/10.jpg,./Data/ski_mask/10.png,0.35267857142857145,0.4419642857142857,0.6830357142857143,0.8214285714285714,0.5178571428571429,0.6316964285714286,0.33035714285714285,0.3794642857142857,237
2,ski_mask,./Data/ski_mask/6.jpg,./Data/ski_mask/6.png,0.2767857142857143,0.049107142857142856,0.6830357142857143,0.7276785714285714,0.4799107142857143,0.38839285714285715,0.40625,0.6785714285714285,237
3,ski_mask,./Data/ski_mask/7.jpg,./Data/ski_mask/7.png,0.3169642857142857,0.0625,0.7366071428571429,0.6696428571428571,0.5267857142857143,0.36607142857142855,0.4196428571428572,0.6071428571428571,237
4,ski_mask,./Data/ski_mask/3.jpg,./Data/ski_mask/3.png,0.23214285714285715,0.15625,0.7901785714285714,0.6026785714285714,0.5111607142857143,0.3794642857142857,0.5580357142857142,0.4464285714285714,237
5,ski_mask,./Data/ski_mask/1.jpg,./Data/ski_mask/1.png,0.2544642857142857,0.07142857142857142,0.75,0.7321428571428571,0.5022321428571428,0.40178571428571425,0.4955357142857143,0.6607142857142857,237
6,ski_mask,./Data/ski_mask/2.jpg,./Data/ski_mask/2.png,0.2767857142857143,0.04017857142857143,0.7633928571428571,0.9196428571428571,0.5200892857142857,0.47991071428571425,0.4866071428571428,0.8794642857142857,237
7,ski_mask,./Data/ski_mask/8.jpg,./Data/ski_mask/8.png,0.013392857142857142,0.008928571428571428,0.9196428571428571,0.84375,0.4665178571428571,0.4263392857142857,0.90625,0.8348214285714286,237
8,ski_mask,./Data/ski_mask/9.jpg,./Data/ski_mask/9.png,0.30357142857142855,0.17857142857142858,0.7008928571428571,0.78125,0.5022321428571428,0.4799107142857143,0.39732142857142855,0.6026785714285714,237
9,ski_mask,./Data/ski_mask/5.jpg,./Data/ski_mask/5.png,0.33482142857142855,0.07589285714285714,0.6383928571428571,0.8526785714285714,0.4866071428571428,0.46428571428571425,0.30357142857142855,0.7767857142857143,237
0,muscle_car,./Data/muscle_car/4.jpg,./Data/muscle_car/4.png,0.09821428571428571,0.4107142857142857,0.9107142857142857,0.8348214285714286,0.5044642857142857,0.6227678571428572,0.8125,0.4241071428571429,238
1,muscle_car,./Data/muscle_car/10.jpg,./Data/muscle_car/10.png,0.20982142857142858,0.5267857142857143,0.6696428571428571,0.8392857142857143,0.43973214285714285,0.6830357142857143,0.4598214285714285,0.3125,238
2,muscle_car,./Data/muscle_car/6.jpg,./Data/muscle_car/6.png,0.0,0.23214285714285715,0.96875,0.9285714285714286,0.484375,0.5803571428571429,0.96875,0.6964285714285714,238
3,muscle_car,./Data/muscle_car/7.jpg,./Data/muscle_car/7.png,0.049107142857142856,0.4017857142857143,0.9375,0.8571428571428571,0.49330357142857145,0.6294642857142857,0.8883928571428571,0.4553571428571428,238
4,muscle_car,./Data/muscle_car/3.jpg,./Data/muscle_car/3.png,0.004464285714285714,0.20089285714285715,0.9553571428571429,0.7991071428571429,0.4799107142857143,0.5,0.9508928571428572,0.5982142857142858,238
5,muscle_car,./Data/muscle_car/1.jpg,./Data/muscle_car/1.png,0.0625,0.39285714285714285,0.9196428571428571,0.8258928571428571,0.49107142857142855,0.609375,0.8571428571428571,0.43303571428571425,238
6,muscle_car,./Data/muscle_car/2.jpg,./Data/muscle_car/2.png,0.0625,0.1875,0.8928571428571429,0.9107142857142857,0.47767857142857145,0.5491071428571428,0.8303571428571429,0.7232142857142857,238
7,muscle_car,./Data/muscle_car/8.jpg,./Data/muscle_car/8.png,0.26339285714285715,0.21428571428571427,0.8794642857142857,0.8125,0.5714285714285714,0.5133928571428571,0.6160714285714286,0.5982142857142857,238
8,muscle_car,./Data/muscle_car/9.jpg,./Data/muscle_car/9.png,0.125,0.3169642857142857,0.9285714285714286,0.8258928571428571,0.5267857142857143,0.5714285714285714,0.8035714285714286,0.5089285714285714,238
9,muscle_car,./Data/muscle_car/5.jpg,./Data/muscle_car/5.png,0.15625,0.35267857142857145,0.8482142857142857,0.8392857142857143,0.5022321428571428,0.5959821428571429,0.6919642857142857,0.48660714285714285,238
0,cushion,./Data/cushion/4.jpg,./Data/cushion/4.png,0.09821428571428571,0.16517857142857142,0.9955357142857143,0.9776785714285714,0.546875,0.5714285714285714,0.8973214285714286,0.8125,239
1,cushion,./Data/cushion/10.jpg,./Data/cushion/10.png,0.21428571428571427,0.12946428571428573,0.8303571428571429,0.8705357142857143,0.5223214285714286,0.5,0.6160714285714286,0.7410714285714286,239
2,cushion,./Data/cushion/6.jpg,./Data/cushion/6.png,0.07142857142857142,0.17857142857142858,0.8482142857142857,0.8883928571428571,0.45982142857142855,0.5334821428571428,0.7767857142857143,0.7098214285714285,239
3,cushion,./Data/cushion/7.jpg,./Data/cushion/7.png,0.29464285714285715,0.27232142857142855,0.8035714285714286,0.7321428571428571,0.5491071428571429,0.5022321428571428,0.5089285714285714,0.45982142857142855,239
4,cushion,./Data/cushion/3.jpg,./Data/cushion/3.png,0.05803571428571429,0.06696428571428571,0.9553571428571429,0.9598214285714286,0.5066964285714286,0.5133928571428572,0.8973214285714286,0.8928571428571429,239
5,cushion,./Data/cushion/1.jpg,./Data/cushion/1.png,0.07142857142857142,0.13392857142857142,0.9419642857142857,0.9598214285714286,0.5066964285714286,0.546875,0.8705357142857143,0.8258928571428572,239
6,cushion,./Data/cushion/2.jpg,./Data/cushion/2.png,0.013392857142857142,0.26339285714285715,0.9910714285714286,0.8660714285714286,0.5022321428571429,0.5647321428571429,0.9776785714285715,0.6026785714285714,239
7,cushion,./Data/cushion/8.jpg,./Data/cushion/8.png,0.05803571428571429,0.11160714285714286,0.9642857142857143,0.8839285714285714,0.5111607142857143,0.49776785714285715,0.90625,0.7723214285714285,239
8,cushion,./Data/cushion/9.jpg,./Data/cushion/9.png,0.17857142857142858,0.19642857142857142,0.8392857142857143,0.8258928571428571,0.5089285714285714,0.5111607142857143,0.6607142857142857,0.6294642857142857,239
9,cushion,./Data/cushion/5.jpg,./Data/cushion/5.png,0.044642857142857144,0.08482142857142858,0.9553571428571429,0.8660714285714286,0.5,0.4754464285714286,0.9107142857142858,0.78125,239
0,stretcher,./Data/stretcher/4.jpg,./Data/stretcher/4.png,0.25,0.0625,0.7767857142857143,0.7678571428571429,0.5133928571428572,0.41517857142857145,0.5267857142857143,0.7053571428571429,240
1,stretcher,./Data/stretcher/10.jpg,./Data/stretcher/10.png,0.03125,0.35714285714285715,0.9508928571428571,0.5223214285714286,0.49107142857142855,0.4397321428571429,0.9196428571428571,0.16517857142857145,240
2,stretcher,./Data/stretcher/6.jpg,./Data/stretcher/6.png,0.04017857142857143,0.10714285714285714,0.9151785714285714,0.5401785714285714,0.4776785714285714,0.32366071428571425,0.875,0.43303571428571425,240
3,stretcher,./Data/stretcher/7.jpg,./Data/stretcher/7.png,0.0625,0.0,0.9642857142857143,0.3125,0.5133928571428572,0.15625,0.9017857142857143,0.3125,240
4,stretcher,./Data/stretcher/3.jpg,./Data/stretcher/3.png,0.08482142857142858,0.07589285714285714,0.7901785714285714,0.7767857142857143,0.4375,0.4263392857142857,0.7053571428571428,0.7008928571428572,240
5,stretcher,./Data/stretcher/1.jpg,./Data/stretcher/1.png,0.14732142857142858,0.20089285714285715,0.78125,0.5714285714285714,0.4642857142857143,0.3861607142857143,0.6339285714285714,0.37053571428571425,240
6,stretcher,./Data/stretcher/2.jpg,./Data/stretcher/2.png,0.15625,0.10267857142857142,0.78125,0.4642857142857143,0.46875,0.28348214285714285,0.625,0.3616071428571429,240
7,stretcher,./Data/stretcher/8.jpg,./Data/stretcher/8.png,0.20982142857142858,0.15178571428571427,0.7321428571428571,0.48660714285714285,0.47098214285714285,0.31919642857142855,0.5223214285714285,0.3348214285714286,240
8,stretcher,./Data/stretcher/9.jpg,./Data/stretcher/9.png,0.32589285714285715,0.5,0.9955357142857143,0.6160714285714286,0.6607142857142857,0.5580357142857143,0.6696428571428572,0.1160714285714286,240
9,stretcher,./Data/stretcher/5.jpg,./Data/stretcher/5.png,0.008928571428571428,0.2767857142857143,0.9419642857142857,0.35267857142857145,0.47544642857142855,0.3147321428571429,0.9330357142857143,0.07589285714285715,240
0,car_wheel,./Data/car_wheel/4.jpg,./Data/car_wheel/4.png,0.23660714285714285,0.05803571428571429,0.7098214285714286,0.96875,0.4732142857142857,0.5133928571428571,0.47321428571428575,0.9107142857142857,241
1,car_wheel,./Data/car_wheel/10.jpg,./Data/car_wheel/10.png,0.26339285714285715,0.35714285714285715,0.7232142857142857,0.9642857142857143,0.4933035714285714,0.6607142857142857,0.45982142857142855,0.6071428571428572,241
2,car_wheel,./Data/car_wheel/6.jpg,./Data/car_wheel/6.png,0.21428571428571427,0.12946428571428573,0.8169642857142857,0.96875,0.515625,0.5491071428571429,0.6026785714285714,0.8392857142857143,241
3,car_wheel,./Data/car_wheel/7.jpg,./Data/car_wheel/7.png,0.32142857142857145,0.29464285714285715,0.71875,0.8080357142857143,0.5200892857142857,0.5513392857142857,0.39732142857142855,0.5133928571428572,241
4,car_wheel,./Data/car_wheel/3.jpg,./Data/car_wheel/3.png,0.11607142857142858,0.15625,0.44642857142857145,0.8883928571428571,0.28125,0.5223214285714286,0.3303571428571429,0.7321428571428571,241
5,car_wheel,./Data/car_wheel/1.jpg,./Data/car_wheel/1.png,0.044642857142857144,0.07142857142857142,0.9419642857142857,0.9955357142857143,0.4933035714285714,0.5334821428571429,0.8973214285714286,0.9241071428571429,241
6,car_wheel,./Data/car_wheel/2.jpg,./Data/car_wheel/2.png,0.14732142857142858,0.12053571428571429,0.7455357142857143,0.9285714285714286,0.44642857142857145,0.5245535714285714,0.5982142857142857,0.8080357142857143,241
7,car_wheel,./Data/car_wheel/8.jpg,./Data/car_wheel/8.png,0.29017857142857145,0.19642857142857142,0.7589285714285714,0.9955357142857143,0.5245535714285714,0.5959821428571429,0.46874999999999994,0.7991071428571429,241
8,car_wheel,./Data/car_wheel/9.jpg,./Data/car_wheel/9.png,0.17857142857142858,0.10267857142857142,0.7991071428571429,0.9642857142857143,0.48883928571428575,0.5334821428571429,0.6205357142857143,0.8616071428571429,241
9,car_wheel,./Data/car_wheel/5.jpg,./Data/car_wheel/5.png,0.21875,0.14285714285714285,0.7946428571428571,0.8839285714285714,0.5066964285714286,0.5133928571428571,0.5758928571428571,0.7410714285714286,241
0,wild_boar,./Data/wild_boar/4.jpg,./Data/wild_boar/4.png,0.03571428571428571,0.044642857142857144,0.9285714285714286,0.9419642857142857,0.48214285714285715,0.4933035714285714,0.8928571428571429,0.8973214285714286,242
1,wild_boar,./Data/wild_boar/10.jpg,./Data/wild_boar/10.png,0.5267857142857143,0.29464285714285715,0.90625,0.8035714285714286,0.7165178571428572,0.5491071428571429,0.3794642857142857,0.5089285714285714,242
2,wild_boar,./Data/wild_boar/6.jpg,./Data/wild_boar/6.png,0.28125,0.21875,0.8125,0.8616071428571429,0.546875,0.5401785714285714,0.53125,0.6428571428571429,242
3,wild_boar,./Data/wild_boar/7.jpg,./Data/wild_boar/7.png,0.16071428571428573,0.26785714285714285,0.625,0.875,0.39285714285714285,0.5714285714285714,0.4642857142857143,0.6071428571428572,242
4,wild_boar,./Data/wild_boar/3.jpg,./Data/wild_boar/3.png,0.19642857142857142,0.09375,0.8035714285714286,0.9419642857142857,0.5,0.5178571428571428,0.6071428571428572,0.8482142857142857,242
5,wild_boar,./Data/wild_boar/1.jpg,./Data/wild_boar/1.png,0.13392857142857142,0.16071428571428573,0.9151785714285714,0.90625,0.5245535714285714,0.5334821428571429,0.78125,0.7455357142857143,242
6,wild_boar,./Data/wild_boar/2.jpg,./Data/wild_boar/2.png,0.125,0.049107142857142856,0.7544642857142857,0.9955357142857143,0.43973214285714285,0.5223214285714286,0.6294642857142857,0.9464285714285714,242
7,wild_boar,./Data/wild_boar/8.jpg,./Data/wild_boar/8.png,0.19196428571428573,0.29910714285714285,0.5758928571428571,0.8571428571428571,0.3839285714285714,0.578125,0.3839285714285714,0.5580357142857142,242
8,wild_boar,./Data/wild_boar/9.jpg,./Data/wild_boar/9.png,0.20089285714285715,0.09375,0.6875,0.9151785714285714,0.4441964285714286,0.5044642857142857,0.48660714285714285,0.8214285714285714,242
9,wild_boar,./Data/wild_boar/5.jpg,./Data/wild_boar/5.png,0.04017857142857143,0.25,0.8035714285714286,0.78125,0.421875,0.515625,0.7633928571428572,0.53125,242
0,apple_icon,./Data/apple_icon/4.jpg,./Data/apple_icon/4.png,0.38839285714285715,0.25892857142857145,0.5982142857142857,0.6383928571428571,0.4933035714285714,0.4486607142857143,0.20982142857142855,0.37946428571428564,243
1,apple_icon,./Data/apple_icon/10.jpg,./Data/apple_icon/10.png,0.4419642857142857,0.375,0.6160714285714286,0.7857142857142857,0.5290178571428572,0.5803571428571428,0.1741071428571429,0.4107142857142857,243
2,apple_icon,./Data/apple_icon/6.jpg,./Data/apple_icon/6.png,0.375,0.09821428571428571,0.65625,0.7232142857142857,0.515625,0.4107142857142857,0.28125,0.625,243
3,apple_icon,./Data/apple_icon/7.jpg,./Data/apple_icon/7.png,0.41517857142857145,0.48660714285714285,0.5803571428571429,0.8169642857142857,0.4977678571428572,0.6517857142857143,0.16517857142857145,0.33035714285714285,243
4,apple_icon,./Data/apple_icon/3.jpg,./Data/apple_icon/3.png,0.40625,0.38392857142857145,0.5848214285714286,0.5044642857142857,0.4955357142857143,0.4441964285714286,0.1785714285714286,0.12053571428571425,243
5,apple_icon,./Data/apple_icon/1.jpg,./Data/apple_icon/1.png,0.20982142857142858,0.15178571428571427,0.7678571428571429,0.9017857142857143,0.48883928571428575,0.5267857142857143,0.5580357142857143,0.75,243
6,apple_icon,./Data/apple_icon/2.jpg,./Data/apple_icon/2.png,0.3705357142857143,0.24107142857142858,0.6116071428571429,0.7142857142857143,0.4910714285714286,0.47767857142857145,0.2410714285714286,0.4732142857142857,243
7,apple_icon,./Data/apple_icon/8.jpg,./Data/apple_icon/8.png,0.35714285714285715,0.6026785714285714,0.5267857142857143,0.8303571428571429,0.4419642857142857,0.7165178571428572,0.16964285714285715,0.2276785714285715,243
8,apple_icon,./Data/apple_icon/9.jpg,./Data/apple_icon/9.png,0.33482142857142855,0.25892857142857145,0.6517857142857143,0.7455357142857143,0.4933035714285714,0.5022321428571429,0.31696428571428575,0.48660714285714285,243
9,apple_icon,./Data/apple_icon/5.jpg,./Data/apple_icon/5.png,0.3794642857142857,0.33482142857142855,0.5803571428571429,0.5803571428571429,0.4799107142857143,0.4575892857142857,0.2008928571428572,0.24553571428571436,243
0,cocktail_shaker,./Data/cocktail_shaker/4.jpg,./Data/cocktail_shaker/4.png,0.4419642857142857,0.09375,0.8125,0.875,0.6272321428571428,0.484375,0.3705357142857143,0.78125,244
1,cocktail_shaker,./Data/cocktail_shaker/10.jpg,./Data/cocktail_shaker/10.png,0.2544642857142857,0.12053571428571429,0.6294642857142857,0.9196428571428571,0.4419642857142857,0.5200892857142857,0.375,0.7991071428571428,244
2,cocktail_shaker,./Data/cocktail_shaker/6.jpg,./Data/cocktail_shaker/6.png,0.3482142857142857,0.19196428571428573,0.53125,0.9955357142857143,0.43973214285714285,0.59375,0.1830357142857143,0.8035714285714286,244
3,cocktail_shaker,./Data/cocktail_shaker/7.jpg,./Data/cocktail_shaker/7.png,0.65625,0.29017857142857145,0.8616071428571429,0.9196428571428571,0.7589285714285714,0.6049107142857143,0.2053571428571429,0.6294642857142856,244
4,cocktail_shaker,./Data/cocktail_shaker/3.jpg,./Data/cocktail_shaker/3.png,0.4017857142857143,0.15178571428571427,0.8616071428571429,0.8705357142857143,0.6316964285714286,0.5111607142857143,0.4598214285714286,0.71875,244
5,cocktail_shaker,./Data/cocktail_shaker/1.jpg,./Data/cocktail_shaker/1.png,0.18303571428571427,0.08035714285714286,0.5267857142857143,0.9107142857142857,0.3549107142857143,0.4955357142857143,0.34375,0.8303571428571428,244
6,cocktail_shaker,./Data/cocktail_shaker/2.jpg,./Data/cocktail_shaker/2.png,0.5803571428571429,0.05803571428571429,0.8169642857142857,0.8303571428571429,0.6986607142857143,0.4441964285714286,0.2366071428571428,0.7723214285714286,244
7,cocktail_shaker,./Data/cocktail_shaker/8.jpg,./Data/cocktail_shaker/8.png,0.33035714285714285,0.12946428571428573,0.6205357142857143,0.8973214285714286,0.4754464285714286,0.5133928571428572,0.29017857142857145,0.7678571428571429,244
8,cocktail_shaker,./Data/cocktail_shaker/9.jpg,./Data/cocktail_shaker/9.png,0.03125,0.24107142857142858,0.5758928571428571,0.8928571428571429,0.30357142857142855,0.5669642857142857,0.5446428571428571,0.6517857142857143,244
9,cocktail_shaker,./Data/cocktail_shaker/5.jpg,./Data/cocktail_shaker/5.png,0.48214285714285715,0.04017857142857143,0.78125,0.6741071428571429,0.6316964285714286,0.35714285714285715,0.29910714285714285,0.6339285714285715,244
0,head_cabbage,./Data/head_cabbage/4.jpg,./Data/head_cabbage/4.png,0.26785714285714285,0.13839285714285715,0.8616071428571429,0.8214285714285714,0.5647321428571429,0.4799107142857143,0.59375,0.6830357142857142,245
1,head_cabbage,./Data/head_cabbage/10.jpg,./Data/head_cabbage/10.png,0.25,0.35267857142857145,0.6696428571428571,0.8839285714285714,0.45982142857142855,0.6183035714285714,0.4196428571428571,0.53125,245
2,head_cabbage,./Data/head_cabbage/6.jpg,./Data/head_cabbage/6.png,0.13392857142857142,0.044642857142857144,0.8080357142857143,0.8794642857142857,0.47098214285714285,0.4620535714285714,0.6741071428571429,0.8348214285714286,245
3,head_cabbage,./Data/head_cabbage/7.jpg,./Data/head_cabbage/7.png,0.0625,0.29464285714285715,0.4642857142857143,0.8660714285714286,0.26339285714285715,0.5803571428571429,0.4017857142857143,0.5714285714285714,245
4,head_cabbage,./Data/head_cabbage/3.jpg,./Data/head_cabbage/3.png,0.21428571428571427,0.10714285714285714,0.7767857142857143,0.9196428571428571,0.4955357142857143,0.5133928571428571,0.5625,0.8125,245
5,head_cabbage,./Data/head_cabbage/1.jpg,./Data/head_cabbage/1.png,0.15178571428571427,0.07589285714285714,0.6919642857142857,0.7544642857142857,0.421875,0.4151785714285714,0.5401785714285714,0.6785714285714286,245
6,head_cabbage,./Data/head_cabbage/2.jpg,./Data/head_cabbage/2.png,0.08928571428571429,0.125,0.8839285714285714,0.96875,0.48660714285714285,0.546875,0.7946428571428571,0.84375,245
7,head_cabbage,./Data/head_cabbage/8.jpg,./Data/head_cabbage/8.png,0.21875,0.21875,0.8125,0.8348214285714286,0.515625,0.5267857142857143,0.59375,0.6160714285714286,245
8,head_cabbage,./Data/head_cabbage/9.jpg,./Data/head_cabbage/9.png,0.23660714285714285,0.20982142857142858,0.8928571428571429,0.8660714285714286,0.5647321428571429,0.5379464285714286,0.65625,0.65625,245
9,head_cabbage,./Data/head_cabbage/5.jpg,./Data/head_cabbage/5.png,0.25,0.4642857142857143,0.6875,0.7410714285714286,0.46875,0.6026785714285714,0.4375,0.2767857142857143,245
